team,name,pos,est_return_date,status,comment,scraped_date
MIN,Zeke Correll,C,Feb 9,Injured Reserve,"Aug 13: Correll (ankle) reverted to the Vikings' injured reserve list Wednesday, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
MIN,Rondale Moore,WR,Feb 9,Injured Reserve,Aug 12: The Vikings placed Moore (knee) on injured reserve Tuesday.,2025-11-05 19:42:49
MIN,Matt Nelson,OT,Feb 9,Injured Reserve,Aug 11: Nelson (undisclosed) was placed on the Vikings' injured reserve Monday.,2025-11-05 19:42:49
NWE,Christian Gonzalez,CB,Nov 9,Questionable,Nov 5: Gonzalez (concussion) was a full participant at practice Wednesday.,2025-11-05 19:42:49
NWE,Christian Elliss,LB,Nov 9,Questionable,"Nov 5: Head coach Mike Vrabel told reporters that Elliss (hip) won't practice Wednesday, Evan Lazar of the Patriots' official site reports.",2025-11-05 19:42:49
NWE,Kayshon Boutte,WR,Nov 9,Questionable,"Nov 5: Boutte (hamstring) won't practice Wednesday, Evan Lazar of the Patriots' official site reports.",2025-11-05 19:42:49
NWE,Rhamondre Stevenson,RB,Nov 9,Questionable,"Nov 5: Stevenson (toe) won't practice Wednesday, Evan Lazar of the Patriots' official site reports.",2025-11-05 19:42:49
NWE,Antonio Gibson,RB,Feb 9,Injured Reserve,Oct 10: Gibson (knee) was placed on injured reserve Friday.,2025-11-05 19:42:49
NWE,Isaiah Iton,DT,Feb 9,Injured Reserve,"Aug 19: Iton (hip) reverted to New England's injured reserve list Tuesday, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
NWE,Deneric Prince,RB,Feb 9,Injured Reserve,,2025-11-05 19:42:49
NWE,Lan Larison,RB,Feb 9,Injured Reserve,"Aug 10: The Patriots placed Larison (foot) on injured reserve Sunday, Doug Kyed of the Boston Herald reports.",2025-11-05 19:42:49
NWE,Marcellas Dial Jr.,CB,Feb 9,Injured Reserve,"Aug 5: The Patriots placed Dial (knee) on injured reserve Tuesday, Mike Reiss of ESPN.com reports.",2025-11-05 19:42:49
NWE,Jaquelin Roy,DT,Feb 9,Injured Reserve,"Aug 5: The Patriots placed Roy (undisclosed) on injured reserve Tuesday, Mike Reiss of ESPN.com reports.",2025-11-05 19:42:49
NWE,Yasir Durant,OT,Feb 9,Injured Reserve,"Jul 31: Durant (undisclosed) reverted to the Patriots' injured-reserve list Thursday, Doug Kyed of the Boston Herald reports.",2025-11-05 19:42:49
NWE,Brock Lampe,FB,Feb 9,Injured Reserve,Jul 29: The Patriots placed Lampe on injured reserve Tuesday due to an undisclosed injury.,2025-11-05 19:42:49
NOR,Alvin Kamara,RB,Nov 9,Questionable,"Nov 5: Kamara (ankle) practiced in a limited fashion Wednesday, Katherine Terrell of ESPN.com reports.",2025-11-05 19:42:49
NOR,Jack Stoll,TE,Nov 9,Doubtful,"Nov 3: Head coach Kellen Moore said Monday that Stoll sustained a high-ankle sprain during the Saints' 34-10 loss to the Rams on Sunday, Ross Jackson of WWL Louisiana reports.",2025-11-05 19:42:49
NOR,Taliese Fuaga,OT,Nov 9,Doubtful,"Nov 3: Head coach Kellen Moore told reporters Monday that Fuaga is considered week-to-week after sustaining a high-ankle sprain in Sunday's 34-10 loss to the Rams, Ross Jackson of WWL Louisiana reports.",2025-11-05 19:42:49
NOR,Erik McCoy,C,Feb 9,Injured Reserve,Oct 21: New Orleans placed McCoy (biceps) on its injured reserve list Tuesday.,2025-11-05 19:42:49
NOR,Kendre Miller,RB,Feb 9,Injured Reserve,Oct 21: The Saints placed Miller (knee) on injured reserve Tuesday.,2025-11-05 19:42:49
NOR,Trey Palmer,WR,Nov 9,Injured Reserve,Oct 4: The Saints placed Palmer (ankle) on injured reserve Saturday.,2025-11-05 19:42:49
NOR,Vernon Broughton,DT,Nov 9,Injured Reserve,Sep 17: The Saints placed Broughton (hip) on injured reserve Wednesday.,2025-11-05 19:42:49
NOR,Julian Blackmon,S,Feb 9,Injured Reserve,"Sep 13: The Saints placed Blackmon (shoulder) on injured reserve Saturday, Matthew Paras of The New Orleans Times-Picayune reports.",2025-11-05 19:42:49
NOR,Ja'Lynn Polk,WR,Feb 9,Injured Reserve,"Sep 13: The Patriots traded Polk (shoulder) and a 2028 seventh-round pick to the Saints for a 2027 sixth-round pick Saturday, Dianna Russini of The Athletic reports.",2025-11-05 19:42:49
NOR,Barry Wesley,OT,Nov 9,Injured Reserve,"Aug 27: New Orleans placed Wesley (undisclosed) on its injured reserve list with a designation to return Tuesday, Ross Jackson of WWL Louisiana reports.",2025-11-05 19:42:49
NOR,Landon Young,OT,Feb 9,Injured Reserve,"Aug 27: New Orleans placed Young (ankle) on its injured reserve list Tuesday, Ross Jackson of WWL Louisiana reports.",2025-11-05 19:42:49
NOR,Mason Pline,TE,Feb 9,Injured Reserve,"Aug 13: Pline (upper body) reverted to injured reserve with the Saints on Wednesday, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
NOR,Bub Means,WR,Feb 9,Injured Reserve,"Aug 13: The Saints placed Means (lower leg) on the injured reserve list Wednesday, Ross Jackson of WWL Louisiana reports.",2025-11-05 19:42:49
NOR,Will Clapp,C,Feb 9,Injured Reserve,"Aug 12: Clapp (foot) was placed on the Saints' injured reserve list Tuesday, Ross Jackson of WWL Louisiana reports.",2025-11-05 19:42:49
NOR,Nick Saldiveri,OT,Feb 9,Injured Reserve,"Aug 3: Saldiveri (knee) was placed on injured reserve Saturday, Mike Triplett of NewOrleans.Football reports.",2025-11-05 19:42:49
NYG,Anthony Johnson Jr.,S,Nov 9,Out,,2025-11-05 19:42:49
NYG,Jermaine Eluemunor,OT,Nov 9,Questionable,,2025-11-05 19:42:49
NYG,Dru Phillips,CB,Nov 9,Questionable,,2025-11-05 19:42:49
NYG,Rakeem Nunez-Roches,DT,Nov 9,Questionable,,2025-11-05 19:42:49
NYG,Neville Hewitt,LB,Nov 9,Questionable,,2025-11-05 19:42:49
NYG,Thomas Fidone II,TE,Nov 9,Questionable,,2025-11-05 19:42:49
NYG,Victor Dimukeje,LB,Nov 9,Questionable,,2025-11-05 19:42:49
NYG,Graham Gano,PK,Nov 9,Questionable,"Nov 5: Gano didn't practice Wednesday due to a neck injury, Dan Salomone of the Giants' official site reports.",2025-11-05 19:42:49
NYG,Theo Johnson,TE,Nov 9,Questionable,"Nov 5: Johnson was limited at Wednesday's practice due to a shoulder injury, Dan Salomone of the Giants' official site reports.",2025-11-05 19:42:49
NYG,Jevon Holland,S,Nov 9,Questionable,,2025-11-05 19:42:49
NYG,Chauncey Golston,DE,Nov 9,Questionable,,2025-11-05 19:42:49
NYG,Cor'Dale Flott,CB,Nov 9,Questionable,,2025-11-05 19:42:49
NYG,Paulson Adebo,CB,Nov 9,Questionable,,2025-11-05 19:42:49
NYG,John Michael Schmitz Jr.,C,Nov 9,Questionable,"Nov 2: Schmitz (shin) has been ruled out for the rest of Sunday's game against the 49ers, Pat Leonard of the New York Daily News reports.",2025-11-05 19:42:49
NYG,Beaux Collins,WR,Nov 9,Questionable,"Nov 2: Collins (neck) has been ruled out for the rest of Sunday's game against the 49ers, Dan Salomone of the Giants' official site reports.",2025-11-05 19:42:49
NYG,Darius Muasau,LB,Nov 9,Questionable,"Nov 2: Muasau (ankle) has been ruled out for the remainder of Sunday's game against the 49ers, Dan Salomone of the Giants' official site reports.",2025-11-05 19:42:49
NYG,Art Green,CB,Dec 1,Injured Reserve,"Nov 1: Green (hamstring) was placed on the reserved/injured list Saturday, Dan Salomone of the Giants' official site reports.",2025-11-05 19:42:49
NYG,Malik Nabers,WR,Feb 9,Injured Reserve,"Oct 28: Nabers underwent successful surgery Tuesday to repair a torn ACL and meniscus in his right knee, Dan Salomone of the Giants' official site reports.",2025-11-05 19:42:49
NYG,Cam Skattebo,RB,Feb 9,Injured Reserve,"Oct 28: New York placed Skattebo (ankle) on injured reserve Tuesday, Dan Salomone of the Giants' official site reports.",2025-11-05 19:42:49
NYG,Chris Board,LB,Nov 9,Injured Reserve,"Sep 16: The Giants placed Board (chest) on injured reserve Tuesday, Dan Salomone of the Giants' official site reports.",2025-11-05 19:42:49
NYG,Micah McFadden,LB,Nov 9,Injured Reserve,Sep 11: The Giants placed McFadden (foot) on injured reserve Thursday.,2025-11-05 19:42:49
NYG,Joshua Ezeudu,G,Nov 9,Injured Reserve,"Aug 27: Ezeudu (undisclosed) was placed on injured reserve with a designation to return Tuesday, Dan Salomone of the Giants' official website reports.",2025-11-05 19:42:49
NYG,Da'Quan Felton,WR,Feb 9,Injured Reserve,"Aug 27: Felton (undisclosed) reverted to injured reserve with the Giants on Wednesday, per the NFL's official transaction log.",2025-11-05 19:42:49
NYG,Eric Gray,RB,Nov 9,Out,"Aug 26: Gray was moved to the reserve/PUP list by the Giants on Tuesday, Dan Salomone of the team's official website reports.",2025-11-05 19:42:49
NYG,TJ Moore,CB,Feb 9,Injured Reserve,Aug 24: The Giants placed Moore (upper leg) on injured reserve Sunday.,2025-11-05 19:42:49
NYJ,Kene Nwangwu,RB,Nov 9,Questionable,"Nov 5: Nwangwu (concussion) was a full participant at practice Wednesday, Scott Petrak of the Elyria Chronicle-Telegram reports.",2025-11-05 19:42:49
NYJ,Kiko Mauigoa,LB,Nov 9,Questionable,"Nov 5: Mauigoa (concussion) was a limited participant in Wednesday's practice, Scott Petrak of the Elyria Chronicle-Telegram reports.",2025-11-05 19:42:49
NYJ,Garrett Wilson,WR,Nov 9,Questionable,"Nov 5: Wilson (knee) was limited at practice Wednesday, Mary Kay Cabot of The Cleveland Plain Dealer reports.",2025-11-05 19:42:49
NYJ,Andre Cisco,S,Feb 9,Injured Reserve,Nov 5: Cisco (pectoral) was placed on the injured reserve list Wednesday.,2025-11-05 19:42:49
NYJ,Cam Jones,LB,Nov 30,Injured Reserve,Oct 25: The Jets placed Jones (hip) on injured reserve Saturday.,2025-11-05 19:42:49
NYJ,Josh Reynolds,WR,Nov 30,Injured Reserve,Oct 25: The Jets placed Reynolds (hip) on injured reserve Saturday.,2025-11-05 19:42:49
NYJ,Braelon Allen,RB,Nov 30,Injured Reserve,"Oct 3: Coach Aaron Glenn revealed Friday that Allen (knee) is expected to miss 8-12 weeks, Rich Cimini of ESPN.com reports.",2025-11-05 19:42:49
NYJ,Marcelino McCrary-Ball,LB,Nov 9,Injured Reserve,Sep 23: The Jets placed McCrary-Ball (hamstring) on injured reserve Tuesday.,2025-11-05 19:42:49
NYJ,Alijah Vera-Tucker,G,Feb 9,Injured Reserve,"Sep 6: Vera-Tucker (triceps) was placed on injured reserve Saturday, Rich Cimini of ESPN.com reports.",2025-11-05 19:42:49
NYJ,Byron Cowart,DT,Feb 9,Injured Reserve,"Aug 27: The Jets placed Cowart (ankle) on injured reserve Tuesday, Randy Lange and Eric Allen of the team's official site reports.",2025-11-05 19:42:49
NYJ,Irvin Charles,WR,Nov 9,Out,Aug 26: The Jets placed Charles (knee) on the reserve/PUP list Tuesday.,2025-11-05 19:42:49
NYJ,Kris Boyd,CB,Feb 9,Injured Reserve,Aug 18: The Jets placed Boyd (shoulder) on injured reserve Monday.,2025-11-05 19:42:49
NYJ,Gus Hartwig,C,Feb 9,Injured Reserve,"Jul 31: Hartwig (undisclosed) reverted to the Jets' injured-reserve list Wednesday, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
PHI,Nolan Smith Jr.,LB,Nov 10,Injured Reserve,Nov 4: Philadelphia designated Smith (triceps) for return to practice from its injured reserve list Tuesday.,2025-11-05 19:42:49
PHI,Azeez Ojulari,LB,Dec 8,Injured Reserve,,2025-11-05 19:42:49
PHI,Cam Jurgens,C,Nov 10,Questionable,,2025-11-05 19:42:49
PHI,Adoree' Jackson,CB,Nov 10,Questionable,,2025-11-05 19:42:49
PHI,A.J. Brown,WR,Nov 10,Questionable,,2025-11-05 19:42:49
PHI,Marcus Epps,S,Dec 8,Injured Reserve,Nov 1: Epps (undisclosed) was placed  on injured reserve Saturday.,2025-11-05 19:42:49
PHI,Saquon Barkley,RB,Nov 10,Questionable,"Oct 26: Barkley (groin) was confident following Sunday's 38-20 win against the Giants that he'll be available for the Eagles' next game Monday, Nov. 10 at Green Bay, Eliot Shorr-Parks of Sports Radio 94 WIP Philadelphia reports.",2025-11-05 19:42:49
PHI,Jakorian Bennett,CB,Nov 10,Injured Reserve,Oct 24: Bennett (pectoral) is officially listed as out for Sunday's game versus the Giants.,2025-11-05 19:42:49
PHI,Charley Hughlett,LS,Nov 10,Injured Reserve,"Oct 1: Hughlett (abdomen) underwent successful surgery Tuesday and will return in a couple of months, NFL agent Brett Tessler reports.",2025-11-05 19:42:49
PHI,Ogbo Okoronkwo,DE,Feb 9,Injured Reserve,Sep 30: Philadelphia placed Okoronkwo (triceps) on its injured reserve list Tuesday.,2025-11-05 19:42:49
PHI,Cameron Williams,OT,Nov 10,Injured Reserve,Sep 13: The Eagles placed Williams (shoulder) on injured reserve Saturday.,2025-11-05 19:42:49
PHI,Ben VanSumeren,FB,Nov 10,Injured Reserve,"Sep 5: VanSumeren was diagnosed with a torn patella tendon Friday, Adam Schefter of ESPN reports.",2025-11-05 19:42:49
PHI,Willie Lampkin,C,Nov 10,Injured Reserve,Aug 29: The Eagles placed Lampkin (leg) on injured reserve Friday.,2025-11-05 19:42:49
PHI,Myles Hinton,OT,Nov 10,Injured Reserve,Aug 27: Hinton (undisclosed) was placed on injured reserve Tuesday.,2025-11-05 19:42:49
PHI,Johnny Wilson,WR,Feb 9,Injured Reserve,"Aug 22: The Eagles placed Wilson (knee) on injured reserve Friday, Jeff McLane of The Philadelphia Inquirer reports.",2025-11-05 19:42:49
PIT,Darnell Washington,TE,Nov 9,Questionable,,2025-11-05 19:42:49
PIT,Alex Highsmith,LB,Nov 9,Questionable,"Nov 4: Highsmith recorded four tackles (three solo), including 2.0 sacks, one pass defense and one forced fumble during the Steelers' 27-20 win over the Colts on Sunday.",2025-11-05 19:42:49
PIT,Scotty Miller,WR,Nov 9,Questionable,,2025-11-05 19:42:49
PIT,Cole Holcomb,LB,Nov 9,Questionable,,2025-11-05 19:42:49
PIT,Jabrill Peppers,S,Nov 9,Questionable,,2025-11-05 19:42:49
PIT,Isaac Seumalo,G,Nov 9,Questionable,"Nov 2: Seumalo has a pectoral injury and is out for the rest of Sunday's game against the Colts, Ray Fittipaldo of the Pittsburgh Post-Gazette reports.",2025-11-05 19:42:49
PIT,Cory Trice Jr.,CB,Nov 9,Injured Reserve,"Nov 1: Trice (hamstring) suffered a knee injury during Thursday's practice, Alan Saunders of SteelersNow.com reports.",2025-11-05 19:42:49
PIT,Daniel Ekuale,DT,Feb 9,Injured Reserve,Oct 31: The Steelers placed Ekuale (knee) on injured reserve Friday.,2025-11-05 19:42:49
PIT,DeShon Elliott,S,Nov 30,Injured Reserve,Oct 31: The Steelers placed Elliott (knee) on injured reserve Friday.,2025-11-05 19:42:49
PIT,Will Howard,QB,Nov 9,Injured Reserve,"Oct 25: Howard (hand) will remain on injured reserve and has been ruled out for Sunday's game against the Packers, per the NFL's transaction log.",2025-11-05 19:42:49
PIT,Miles Killebrew,S,Feb 9,Injured Reserve,"Oct 21: Killebrew (knee) will miss the remainder of the season, Brooke Pryor of ESPN reports.",2025-11-05 19:42:49
PIT,Max Scharping,G,Feb 9,Injured Reserve,"Sep 20: The Steelers placed Scharping (knee) on injured reserve Saturday, Teresa Varley of the team's official site reports.",2025-11-05 19:42:49
PIT,Isaiahh Loudermilk,DT,Nov 9,Injured Reserve,"Sep 17: Loudermilk (ankle) was placed on injured reserve Wednesday, Teresa Varley of the Steelers' official site reports.",2025-11-05 19:42:49
PIT,Skylar Thompson,QB,Nov 9,Injured Reserve,"Sep 10: Thompson (hamstring) was placed on injured reserve Wednesday, Teresa Varley of the Steelers' official site reports.",2025-11-05 19:42:49
PIT,Donte Kent,CB,Nov 9,Injured Reserve,"Aug 28: The Steelers placed Kent on injured reserve Thursday due to a foot injury, Teresa Varley of the team's official site reports.",2025-11-05 19:42:49
PIT,Dean Lowry,DT,Feb 9,Injured Reserve,"Aug 3: Lowry was placed on injured reserve due to a knee injury Saturday, Ray Fittipaldo of the Pittsburgh Post-Gazette reports.",2025-11-05 19:42:49
PIT,Jacob Slade,DT,Feb 9,Injured Reserve,,2025-11-05 19:42:49
PIT,Donald Parham Jr.,TE,Feb 9,Injured Reserve,"Jun 5: Parham (Achilles) was placed on injured reserve by the Steelers on Thursday, Mike DeFabo of The Athletic reports.",2025-11-05 19:42:49
SFO,Ricky Pearsall,WR,Nov 9,Questionable,"Nov 5: Pearsall (knee) isn't practicing Wednesday, Matt Barrows of The Athletic reports.",2025-11-05 19:42:49
SFO,Brandon Aiyuk,WR,Nov 16,Out,"Nov 5: San Francisco head coach Kyle Shanahan said Wednesday that he's ""pretty confident"" Aiyuk (knee) will play at some point this season, David Lombardi of SFStandard.com reports.",2025-11-05 19:42:49
SFO,Brock Purdy,QB,Nov 9,Questionable,"Nov 5: Coach Kyle Shanahan said Purdy (toe) will be limited at Wednesday's practice, Matt Barrows of The Athletic reports.",2025-11-05 19:42:49
SFO,Bryce Huff,DE,Nov 9,Questionable,,2025-11-05 19:42:49
SFO,Jake Brendel,C,Nov 9,Questionable,,2025-11-05 19:42:49
SFO,Mykel Williams,DE,Feb 9,Out,"Nov 3: Head coach Kyle Shanahan said Monday that Williams tore his ACL during the fourth quarter of Sunday's 34-24 win over the Giants, Matt Barrows and Dianna Russini of The Athletic report.",2025-11-05 19:42:49
SFO,Ben Bartch,G,Nov 9,Injured Reserve,Nov 1: Bartch (ankle) has been ruled out  ahead of Sunday's game against the Giants.,2025-11-05 19:42:49
SFO,Yetur Gross-Matos,DE,Nov 30,Injured Reserve,Nov 1: Gross-Matos (knee) was placed  on injured reserve Saturday.,2025-11-05 19:42:49
SFO,Fred Warner,LB,Feb 9,Injured Reserve,Oct 18: The 49ers placed Warner (ankle) on injured reserve Saturday.,2025-11-05 19:42:49
SFO,Jacob Cowing,WR,Nov 9,Injured Reserve,"Oct 17: Head coach Kyle Shanahan said Friday that Cowing (hamstring) is ""getting close"" to returning from injured reserve, Nick Wagoner of ESPN.com reports.",2025-11-05 19:42:49
SFO,Nick Bosa,DE,Feb 9,Injured Reserve,"Sep 26: Bosa (knee) underwent surgery to address his torn ACL on Friday, Cam Inman of The San Jose Mercury News reports.",2025-11-05 19:42:49
SFO,Jakob Robinson,CB,Feb 9,Injured Reserve,Aug 27: Robinson (forearm) was placed on injured reserve Tuesday.,2025-11-05 19:42:49
SFO,Kurtis Rourke,QB,Nov 9,Out,Aug 26: Rourke (knee) was placed on the reserve/non-football injury list Tuesday.,2025-11-05 19:42:49
SFO,Patrick Taylor Jr.,RB,Feb 9,Injured Reserve,"Aug 19: Taylor will undergo season-ending surgery to repair a fracture in his shoulder, Nick Wagoner of ESPN.com reports.",2025-11-05 19:42:49
SFO,Tarron Jackson,DE,Feb 9,Injured Reserve,"Jul 29: Jackson (undisclosed) was discharged from the hospital and returned to the 49ers' training camp Monday, Matt Maiocco of NBC Sports Bay Area reports.",2025-11-05 19:42:49
SFO,Trent Taylor,WR,Feb 9,Injured Reserve,Jun 3: The 49ers placed Taylor (undisclosed) on injured reserve Tuesday.,2025-11-05 19:42:49
SFO,Tre Tomlinson,CB,Feb 9,Injured Reserve,"May 13: Tomlinson (undisclosed) reverted to the 49ers' injured reserve Tuesday, per the NFL's transaction log.",2025-11-05 19:42:49
SEA,AJ Barner,TE,Nov 9,Questionable,"Nov 5: Barner was limited at Wednesday's walkthrough due to a calf injury, John Boyle of the Seahawks' official site reports.",2025-11-05 19:42:49
SEA,Cooper Kupp,WR,Nov 9,Questionable,"Nov 5: Kupp (hamstring/heel) was a non-participant at Wednesday's walkthrough, John Boyle of the Seahawks' official site reports.",2025-11-05 19:42:49
SEA,Dareke Young,WR,Nov 9,Questionable,,2025-11-05 19:42:49
SEA,Jake Bobo,WR,Nov 9,Questionable,,2025-11-05 19:42:49
SEA,Ernest Jones IV,LB,Nov 9,Questionable,Nov 2: Jones (knee) has been ruled out for the remainder of Sunday night's contest against the Commanders.,2025-11-05 19:42:49
SEA,Josh Jobe,CB,Nov 9,Questionable,Nov 2: Jobe (concussion) has been ruled out for the remainder of Sunday night's contest against the Commanders.,2025-11-05 19:42:49
SEA,Eric Saubert,TE,Nov 30,Injured Reserve,"Nov 1: Saubert (calf) was placed on injured reserve Saturday, John Boyle of the Seahawks' official site reports.",2025-11-05 19:42:49
SEA,Julian Love,S,Nov 30,Injured Reserve,"Nov 1: Love (hamstring) was placed on injured reserve Saturday, John Boyle of the Seahawks' official site reports.",2025-11-05 19:42:49
SEA,Christian Haynes,G,Nov 9,Injured Reserve,"Oct 31: Haynes (pectoral) has been ruled out ahead of Sunday's Week 9 matchup against the Commanders, Michael-Shawn Dugar of The Athletic reports.",2025-11-05 19:42:49
SEA,Rylie Mills,DT,Dec 7,Out,"Oct 21: Mills (knee) is expected to be sidelined for another four to six weeks, John Boyle of the Seahawks' official site reports.",2025-11-05 19:42:49
SEA,Johnathan Hankins,DT,Nov 9,Out,"Oct 21: Hankins (back) won't play in Seattle's Week 9 matchup versus the Commanders, Corbin K. Smith of SI.com reports.",2025-11-05 19:42:49
SEA,AJ Finley,S,Feb 9,Injured Reserve,"Aug 4: The Seahawks placed Finley (knee) on injured reserve Monday, Corbin K. Smith of SI.com reports.",2025-11-05 19:42:49
SEA,Kenny McIntosh,RB,Feb 9,Injured Reserve,"Jul 28: The Seahawks placed McIntosh (knee) on injured reserve Monday, Curtis Crabtree of Fox 13 Seattle reports.",2025-11-05 19:42:49
TAM,Markees Watts,LB,Nov 9,Questionable,,2025-11-05 19:42:49
TAM,Bucky Irving,RB,Nov 9,Questionable,Nov 5: Irving (foot/shoulder) didn't practice Wednesday.,2025-11-05 19:42:49
TAM,Chris Godwin Jr.,WR,Nov 9,Questionable,"Nov 5: Godwin (lower leg) is not expected to participate in Wednesday's practice, Rick Stroud of the Tampa Bay Times reports.",2025-11-05 19:42:49
TAM,Haason Reddick,LB,Nov 9,Questionable,,2025-11-05 19:42:49
TAM,Luke Goedeke,OT,Nov 9,Injured Reserve,"Nov 3: The Buccaneers designated Goedeke (foot) to return from injured reserve Monday, Scott Smith of the team's official site reports.",2025-11-05 19:42:49
TAM,Mike Evans,WR,Dec 21,Injured Reserve,"Oct 22: Evans is scheduled to undergo surgery this week to address a broken collarbone, for which he faces a recovery timetable of eight weeks or less, Ian Rapoport of NFL Network reports.",2025-11-05 19:42:49
TAM,Jalen McMillan,WR,Nov 9,Injured Reserve,"Oct 10: Head coach Todd Bowles said Friday that McMillan (neck) is still in a neck brace, Greg Auman of Fox Sports reports.",2025-11-05 19:42:49
TAM,Rashad Wisdom,S,Nov 9,Injured Reserve,"Sep 30: The Buccaneers placed Wisdom (quadriceps) on injured reserve Tuesday, Scott Smith of the team's official site reports.",2025-11-05 19:42:49
TAM,Ko Kieft,TE,Feb 9,Injured Reserve,"Sep 23: The Buccaneers placed Kieft on injured reserve Tuesday due to a leg injury, Greg Auman of Fox Sports reports.",2025-11-05 19:42:49
TAM,Calijah Kancey,DT,Jan 17,Injured Reserve,"Sep 21: Kancey (pectoral) is expected to miss the rest of the regular season but could return for the playoffs if the Buccaneers advance to at least the divisional round, Bobby Kownack of NFL.com reports.",2025-11-05 19:42:49
TAM,Cody Mauch,G,Feb 9,Injured Reserve,Sep 18: Tampa Bay placed Mauch (knee) on injured reserve Thursday.,2025-11-05 19:42:49
TAM,Jaden Smith,WR,Feb 9,Injured Reserve,"Aug 27: Smith (undisclosed) reverted to injured reserve Wednesday, per the NFL's transaction log.",2025-11-05 19:42:49
TAM,JJ Roberts,S,Feb 9,Injured Reserve,"Aug 18: Tampa Bay placed Roberts (knee) on injured reserve Monday, Scott Smith of the team's official website reports.",2025-11-05 19:42:49
TAM,David Walker,LB,Feb 9,Injured Reserve,"Aug 2: The Buccaneers placed Walker (knee) on injured reserve Saturday, Adam Schefter of ESPN reports.",2025-11-05 19:42:49
TEN,Xavier Woods,S,Nov 16,Out,,2025-11-05 19:42:49
TEN,Jeffery Simmons,DT,Nov 16,Out,,2025-11-05 19:42:49
TEN,Calvin Ridley,WR,Nov 16,Out,,2025-11-05 19:42:49
TEN,Bryce Oliver,WR,Nov 16,Out,,2025-11-05 19:42:49
TEN,Arden Key,LB,Nov 16,Out,,2025-11-05 19:42:49
TEN,Blake Hance,G,Dec 7,Injured Reserve,"Oct 30: Hance (shoulder) was placed on injured reserve Thursday, Jim Wyatt of the Titans' official website reports.",2025-11-05 19:42:49
TEN,Ali Gaye,LB,Nov 30,Injured Reserve,"Oct 28: The Titans placed Gaye (knee) on injured reserve Tuesday, Jim Wyatt of the team's official site reports.",2025-11-05 19:42:49
TEN,L'Jarius Sneed,CB,Nov 30,Injured Reserve,"Oct 23: Sneed (quadriceps) was placed on injured reserve Thursday, Jim Wyatt of the Titans' official site reports.",2025-11-05 19:42:49
TEN,Oluwafemi Oladejo,LB,Nov 23,Injured Reserve,Oct 14: The Titans placed Oladejo on injured reserve with a fractured leg Tuesday.,2025-11-05 19:42:49
TEN,Mike Brown,S,Nov 16,Injured Reserve,"Oct 4: The Titans placed Brown (knee) on injured reserve Saturday, Jim Wyatt of the team's official site reports.",2025-11-05 19:42:49
TEN,Kalel Mullings,RB,Nov 16,Injured Reserve,"Sep 26: Mullings (ankle) was placed on injured reserve Friday, Jim Wyatt of the Titans' official site reports.",2025-11-05 19:42:49
TEN,Anfernee Orji,LB,Feb 9,Injured Reserve,"Aug 13: Orji (knee) reverted to injured reserve with the Titans on Wednesday, per the NFL's official transaction log.",2025-11-05 19:42:49
TEN,Will Levis,QB,Feb 9,Injured Reserve,"Jul 23: Levis (shoulder) was placed on IR by the Titans on Wednesday, Jim Wyatt of the team's official site reports.",2025-11-05 19:42:49
WAS,Tyler Owens,S,Nov 9,Questionable,,2025-11-05 19:42:49
WAS,Jer'Zhan Newton,DT,Nov 9,Questionable,,2025-11-05 19:42:49
WAS,Jacory Croskey-Merritt,RB,Nov 9,Questionable,Nov 5: Croskey-Merritt (tooth) practiced on a limited basis Wednesday.,2025-11-05 19:42:49
WAS,Marshon Lattimore,CB,Feb 9,Injured Reserve,Nov 4: The Commanders placed  Lattimore (knee) on injured reserve Tuesday.,2025-11-05 19:42:49
WAS,Luke McCaffrey,WR,Dec 20,Injured Reserve,Nov 4: The Commanders placed McCaffrey (collarbone) on injured reserve Tuesday.,2025-11-05 19:42:49
WAS,Colson Yankoff,TE,Nov 9,Questionable,,2025-11-05 19:42:49
WAS,Terry McLaurin,WR,Nov 9,Questionable,,2025-11-05 19:42:49
WAS,Jayden Daniels,QB,Dec 14,Out,"Nov 3: Head coach Dan Quinn confirmed that Daniels sustained a dislocated elbow in Sunday's 38-14 loss to the Seahawks, and the Commanders expect the quarterback to be ""out for a while, for sure,"" John Keim of ESPN.com reports.",2025-11-05 19:42:49
WAS,Quan Martin,S,Nov 9,Questionable,Nov 2: Martin (hamstring) is questionable to return to Sunday night's contest against Seattle.,2025-11-05 19:42:49
WAS,Eddie Goldman,DT,Nov 9,Questionable,Nov 2: Goldman is being evaluated for a possible concussion during Sunday night's contest against the Seahawks.,2025-11-05 19:42:49
WAS,Trey Amos,CB,Nov 9,Questionable,Nov 2: Amos (hip) is questionable to return to Sunday night's contest against the Seahawks.,2025-11-05 19:42:49
WAS,Dorance Armstrong,DE,Feb 9,Injured Reserve,"Oct 20: Coach Dan Quinn said Monday that Armstrong (knee) will miss the remainder of the season, Commanders writer Ben Standig reports.",2025-11-05 19:42:49
WAS,Drake Jackson,DE,Nov 16,Injured Reserve,Oct 16: The Commanders placed Jackson (foot) on injured reserve Thursday.,2025-11-05 19:42:49
